Position,Company_Name,Job_Description,City,Province,Quota,Registered,Acceptance_Percentage,Registration_Start,Registration_End
"Operator, Stationary, PAD","PT.pabrik Kertas Tjiwi Kimia Tbk","mencakup pengoperasian dan pemeliharaan mesin, peralatan, atau sistem yang berada di lokasi tetap (stasioner) dalam lingkungan industri atau produksi.","KAB. SIDOARJO","JAWA TIMUR",20,95,21.05,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","Abna Samanhudisautika Husada","Memberikan Asuhan keperawatan sesuai dengan rincian kewenangan klinis (RKK). Melaksanakan delegasi rencana perawatan yang telah ditetapkan perawat penanggungjawab asuhan (PPJA). Meningkatkan pengetahuan dan keterampilan dibidang keperawatan, antara lain melalui pertemuan ilmiah dan diklat atas ijin /persetujuan atasan. Memelihara kebersihan ruang rawat dan lingkungannya. Memelihara fasilitas agar selalu dalam keadaan siap pakai. Melaksanakan tugas pagi, sore, malam dan hari libur secara bergiliran sesuai jadwal dinas.","KAB. MALANG","JAWA TIMUR",21,97,21.65,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembantu Pembimbing Kemasyarakatan","BALAI PEMASYARAKATAN KELAS II BOJONEGORO","1. Membantu Pembimbing Kemasyarakatan
mendampingi klien pemasyarakatan.
2. Mengumpulkan data sosial klien dan keluarga.
3. Membantu penyusunan laporan hasil
pembimbingan.
4. Menyampaikan perkembangan perilaku klien
kepada atasan.","KAB. BOJONEGORO","JAWA TIMUR",36,104,34.62,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Fasilitator Pendamping","Bank Btpn Syariah","- memberikan pendampingan kepada UMKM/ultra mikro nasabah BTPN Syariah 
- meningkatkan/memberikan ketrampilan/skill baru kepada UMKM/ultra mikro nasabah BTPN Syariah untuk meningkatkan kapasitas usaha agar usaha nasabah dapat berkembang serta berkelanjutan 
- meningkatkan/membuka akses pasar yang lebih luas untuk produk UMKM/ultra mikro, baik offline maupun online","KAB. PONOROGO","JAWA TIMUR",44,106,41.51,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Statistisi","BPS Provinsi Jawa Timur","mengumpulkan, mengolah, dan memvalidasi data statistik, melakukan analisis statistik serta menyusun interpretasi hasil,  menyusun dokumentasi teknis statistik dan mendukung diseminasi hasil data","KOTA SURABAYA","JAWA TIMUR",4,110,3.64,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Chemical Engineering Intern","PT Petrokimia Gresik","1. Evaluasi Sistem Dedusting Pada Pabrik Phonska Reaksi Dengan Berbasis Matrik Resiko Dampak
2. Platform Monitoring Performance Catalyst di Pabrik Amoniak 1B
3. Studi Proyek Pengembangan Pupuk SP-15 Melalui Pemanfaatan Limbah Sludge, Gypsum & FABA
4. Implementasi Design Proyek NPK Chemical formula 15-15-15
5. Evaluasi Performa Cooling Tower Tanki Amoniak
6. Analisa Ekonomi dan Teknis Penggunaan Biomassa di Pembakaran Furnace Phonska IV sesuai Program Dekarbonisasi Petrokimia Gresik","KAB. GRESIK","JAWA TIMUR",6,112,5.36,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Food Safety & Quality Management System","Bumi Menara Internusa","bertugas untuk memahami sistem Jaminan Keamanan Pangan dan Management Mutu yang di persyaratkan di setiap fungsi bisnis, serta Meninjau kesesuaian implementasinya dengan persyaratan yang ada.","KOTA SURABAYA","JAWA TIMUR",9,112,8.04,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Enumerator Kelautan dan Perikanan","Pelabuhan Perikanan Nusantara Brondong (PP Mayangan)","1. Melakukan pendataan kapal perikanan yang masuk ke pelabuhan
pangkalan
2. Melakukan pendataan produksi ikan hasil tangkapan yang didaratkan dari
kapal perikanan (kapal penangkap atau kapal pengangkut ikan)
3. Mendokumentasikan kegiatan pembongkaran dan penimbangan ikan hasil
tangkapan dan melakukan input hasil dokumentasi kedalam aplikasi PIPP.
4. Melakukan pengumpulan data secara sampling untuk berat dan panjang,
atau otolith untuk jenis sumber daya ikan tuna yang didaratkan di pelabuhan
pangkalan, apabila diperlukan.
5. Apabila tidak ada kegiatan pembongkaran ikan dari kapal perikanan di
pelabuhan pangkalan, penyedia jasa dapat melakukan tugas lain yang
berkaitan dengan pendataan kegiatan operasional kepelabuhanan
perikanan.","KOTA PROBOLINGGO","JAWA TIMUR",10,125,8,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Fasilitator Pendamping","PT Bank Btpn Syariah, Tbk Kfo Balung","- Memberikan pendampingan kepada UMKM/ultra mikro nasabah BTPN Syariah 
- Meningkatkan/memberikan ketrampilan/skill baru kepada UMKM/ultra  mikro nasabah BTPN Syariah untuk meningkatkan kapasitas usaha agar  usaha nasabah dapat berkembang serta berkelanjutan 
 - Meningkatkan/membuka akses pasar yang lebih luas untuk produk UMKM/ultra mikro, baik offline maupun online","KAB. JEMBER","JAWA TIMUR",45,126,35.71,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Administrasi ( admisi, keuangan, Personalia)","Rumah Sakit Al-Irsyad Surabaya","1. Membantu pelayanan implementasi kompetensi administrasi di unit keuangan, personalia, Marketing & Customer Care
2. Implementasi kompetensi sesuai minat studi administrasi kantor","KOTA SURABAYA","JAWA TIMUR",7,130,5.38,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"DIGITAL SUPPORT STAFF","PT Bank Negara Indonesia (Persero) Tbk","- Membantu menyusun konten sosial media terkait pemasaran program lokal Wilayah/Lainnya.
- Mendukung pelaksanaan monitoring kinerja harian (akuisisi merchant / dll)
- Aktif mendukung pelaksanaan kegiatan /  event (open table/meeting/diskusi).","KOTA MALANG","JAWA TIMUR",7,142,4.93,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"IT Programmer","PT. Multi Spunindo Jaya, Tbk","Bertanggung jawab atas pengembangan dan pemeliharaan aplikasi internal berbasis Laravel, termasuk integrasi data antar sistem dan dukungan teknis kepada pengguna, serta memberikan support terhadap sistem Laravel & SAP.

Detail Tugas :
- Mengembangkan dan melakukan pemeliharaan aplikasi berbasis Laravel/PHP.
- Menangani integrasi data antara aplikasi Laravel dengan sistem lain (termasuk SAP dan database eksternal).
- Memberikan bantuan teknis dan troubleshooting kepada user terkait aplikasi Laravel.
- Melakukan debugging, testing, dan perbaikan bug untuk memastikan sistem berjalan optimal.
- Memberikan dukungan operasional terhadap sistem SAP, termasuk upload master data dan support minor functional/ABAP.
- Membuat dokumentasi teknis dan laporan hasil pengujian sistem.
- Berkoordinasi dengan tim IT dan user untuk memastikan kebutuhan sistem terpenuhi dengan baik.","KAB. SIDOARJO","JAWA TIMUR",23,147,15.65,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Quality Control Internship","Satoria Agro Industri","1. bersedia masuk shifting schedule (Shift 1, Shift 2, dan Shift 3)
2. mengecek kesesuaian hasil produksi
3. menguasai instrumental lab
4.  di tempatkan di Pasuruan","KAB. PASURUAN","JAWA TIMUR",8,150,5.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Administrasi Produksi","Bambang Djaja","Administrasi Produksi Membantu pencatatan harian proses produksi (output, waktu kerja, material terpakai). Menginput data hasil produksi ke sistem atau lembar kerja (Excel/ERP). Membantu menyiapkan laporan rekap produksi harian dan mingguan. Dokumentasi & Pelaporan Mengarsipkan dokumen kerja seperti work order, laporan inspeksi, dan form absensi operator. Memastikan kelengkapan tanda tangan, cap, dan verifikasi data sesuai SOP. Membantu pembuatan form kebutuhan produksi (permintaan bahan, lembur, downtime). Koordinasi Internal Berkoordinasi dengan bagian logistik/gudang terkait ketersediaan material produksi. Menyampaikan laporan atau data pendukung kepada supervisor atau kepala regu. Membantu komunikasi antarbagian jika terdapat perubahan jadwal produksi. Kontrol Data dan Waktu Produksi Membantu memantau jadwal produksi dan target harian. Melakukan update status pekerjaan (progress tracking). Membantu analisis sederhana atas efisiensi kerja tim. K3 dan Kepatuhan Mengikuti aturan keselamatan kerja di area produksi. Membantu memastikan kelengkapan dokumen K3 atau checklist alat kerja aman digunakan.","KOTA SURABAYA","JAWA TIMUR",10,151,6.62,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PERAWAT","Rumah Sakit Umum Daerah Dokter Mohamad Soewandhie","1. Pemberian asuhan keperawatan, meliputi : Memberikan perawatan langsung dan merencanakan asuhan keperawatan untuk semua tingkat kesehatan (peningkatan kesehatan, pencegahan penyakit, penyembuhan, dan pemulihan), Melakukan pemeriksaan rutin seperti mengukur tekanan darah, suhu, dan denyut nadi, Memberikan obat sesuai jadwal dan dosis, Membantu pasien dalam aktivitas sehari-hari, seperti makan, mandi, dan bergerak.
2. Edukasi, meliputi : Memberikan informasi kepada pasien dan keluarga tentang kondisi kesehatan, cara perawatan diri, dan penggunaan obat, Melakukan penyuluhan kesehatan dan konseling.
3. koordinasi dan kolaborasi, meliputi : Berkomunikasi dengan dokter dan tenaga medis lain untuk memastikan perawatan pasien yang optimal, Bertindak sebagai penghubung antara pasien, keluarga, dan tim medis lainnya.
4. dokumentasi dan administrasi, meliputi : Mencatat semua tindakan perawatan, observasi, dan perubahan kondisi pasien dalam rekam medis, Mengelola administrasi medis dan inventaris peralatan.
5. peran advokasi dan manajemen, meliputi : Bertindak sebagai pelindung dan advokat pasien untuk memastikan kebutuhan dan hak-hak mereka terpenuhi.
Mengelola kasus pasien, memantau perkembangan, dan menyesuaikan rencana perawatan sesuai kebutuhan.
6. Lain-lain, meliputi : Memberikan dukungan psikologis dan emosional kepada pasien dan keluarga, Melakukan tindakan profilaksis seperti vaksinasi dan memberikan informasi gaya hidup sehat, Memastikan lingkungan yang aman bagi pasien, Mengoperasikan dan memelihara berbagai peralatan medis.","KOTA SURABAYA","JAWA TIMUR",50,151,33.11,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Fasilitator Pendamping","PT Btpns, Tbk Kc Surabaya","- Memberikan pendampingan kepada UMKM/ultra mikro nasabah BTPN Syariah 
- Meningkatkan/memberikan ketrampilan/skill baru kepada UMKM/ultra  mikro nasabah BTPN Syariah untuk meningkatkan kapasitas usaha agar  usaha nasabah dapat berkembang serta berkelanjutan 
- Meningkatkan/membuka akses pasar yang lebih luas untuk produk UMKM/ultra mikro, baik offline maupun online","KOTA SURABAYA","JAWA TIMUR",32,160,20,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Operator, Stationary","PT.pabrik Kertas Tjiwi Kimia Tbk","mengoperasikan dan memantau mesin yang tidak bergerak, seperti mesin cetak atau mesin pabrik lainnya, untuk memastikan proses produksi berjalan sesuai standar operasional, akurat, dan efisien, serta menjaga kualitas hasil kerja mesin tersebut. Mereka melakukan pengaturan, pemantauan parameter, penyesuaian, kontrol kualitas, dan pemeliharaan dasar.","KAB. SIDOARJO","JAWA TIMUR",23,167,13.77,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Back Office - Area Malang","Bank Syariah Indonesia","1. Melakukan identifikasi dan pemetaan potensi kompetisi penghimpunan dana/ jasa layanan transaksional untuk mendukung pencapaian target bisnis cabang.
2. Melakukan pemasaran produk funding atau transactional banking: Cash Management, Trade Finance, Treasury, Giro, Tabungan dan Deposito kepada nasabah eksisting yang telah ditetapkan.
3. Menjalankan kegiatan pemasaran/penjualan seperti presentasi, canvasing, dan menjelaskan produk, biaya serta program produk-produk bisnis Konsumer kepada calon nasabah/nasabah untuk mencapai target pencairan.
4. Menjalankan proses akuisisi terhadap calon nasabah pembiayaan Konsumer.
5. Mengumpulkan aplikasi pengajuan nasabah dan menindaklanjuti pengajuan produk/pembiayaan Konsumer oleh calon nasabah/nasabah secara akurat dan benar sesuai SLA dan ketentuan.
6. Melakukan tindak lanjut komitmen bank kepada nasabah dari closing aktivitas penjualan.
7. Menindaklanjuti pengajuan produk/layanan funding atau transactional banking oleh calon nasabah/nasabah eksisting dan Islamic ecosystem secara akurat dan benar sesuai dengan SLA dan ketentuan.
8. Memelihara hubungan baik dengan calon nasabah/ nasabah Konsumer.
9. Melaksanakan tugas dan tanggung jawab pekerjaan sebagaimana diatur dalam ketentuan internal Bank, serta memenuhi prinsip kehati hatian, sharia compliance dan tidak bertentangan dengan GCG (Good Corporate Governance).","KOTA MALANG","JAWA TIMUR",10,168,5.95,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","Rumah Sakit Umum Daerah Bhakti Dharma Husada Kota Surabaya","1.	Memberikan pelayanan kesehatan kepada individu, yang bertugas melakukan pelayanan keperawatan sebagai pelaksana asuhan keperawatan pada kasus dengan tingkat ketergantungan minimal tanpa risiko, dibawah bimbingan perawat jenjang diatasnya, mengkoordinasikan hasil asuhan keperawatan kepada perawat jenjang diatasnya dan pelaksana program pengabdian masyarakat, serta bertanggung Jawab dalam Menjamin terlaksananya asuhan keperawatan pada individu dengan tingkat ketergantungan ringan/minimal tanpa risiko, dengan memperhatikan aspek etik, legal dan peka budaya ;
2.	Melakukan pengkajian keperawatan dasar pada individu ;
3.	Melakukan komunikasi terapeutik dalam pemberian asuhan keperawatan ;
4.	Melaksanakan edukasi tentang Perilaku Hidup Bersih dan Sehat dalam rangka melakukan upaya promotif ;
5.	Melakukan tindakan keperawatan pemenuhan kebutuhan eliminasi ;
6.	Memberikan oksigenasi sederhana ;
7.	Melakukan dokumentasi asuhan keperawatan ;
8.Melakukan intervensi keperawatan spesifik yang sederhana pada area medikal bedah ;
9.	Melakukan tindakan pemenuhan rasa nyaman dan pengaturan suhu tubuh ;
10.Melakukan perawatan luka ;
11.Melakukan tindakan keperawatan pada pasien dengan intervensi pembedahan pada tahap pre/ intra/ post operasi ;
12.Memfasilitasi penggunaan alat-alat pengamanan/pelindung fisik pada pasien untuk mencegah risiko cedera pada individu dalam rangka upaya preventif ;
13.Melakukan tindakan keperawatan pada kondisi gawat darurat/bencana/kritikal ;
14.Memfasilitasi suasana lingkungan yang tenang dan aman dan bebas risiko penularan infeksi ;
15.Melakukan dokumentasi tindakan.","KOTA SURABAYA","JAWA TIMUR",40,207,19.32,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Sekertariatan/Staff Admin","Pelindo Husada Citra","1. Seluruh dokumen kesekretariatan terpenuhi tepat waktu sesuai ketentuan
2. Seluruh arsip dokumen perusahaan tersimpan secara benar, lengkap, dan up to date
3. Seluruh kegiatan Tata Usaha Direksi dan Tata Usaha Perusahaan terlaksana sesuai jadwal 
yang telah ditetapkan","KOTA SURABAYA","JAWA TIMUR",6,209,2.87,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Staf Marketing","Petrosida Gresik","1. Menjalankan kegiatan promosi produk pestisida, pupuk dan benih baik offline maupun online untuk meningkatkan penjualan produk perusahaan.
2.Membangun dan memelihara hubungan dengan distributor, agen, toko agro, petani besar/ kelompok tani di wilayah kerja
3.Melakukan kunjungan ke lapangan untuk cek ketersediaan produk, aktivitas promosi dan kebutuhan pelanggan serta melakukan feedback
4. Melakukan presentasi, demo atau sosialisasi produk ke pelanggan, petani / distributor","KAB. GRESIK","JAWA TIMUR",15,215,6.98,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat/Bidan Pelaksana","Rumah Sakit Al-Irsyad Surabaya","1. Membantu di unit pelayanan berupa implementasi asuhan keperawatan/kebidanan
2. Mengabdikan diri pada masyarakat di Unit pelayanan rawat inap/rawat jalan medis sesuai kompetensi program studi","KOTA SURABAYA","JAWA TIMUR",45,227,19.82,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Magang Kemnaker Bersama PT Bank Rakyat Indonesia (Persero) Tbk Regional Office Surabaya","Bri Kanwil Surabaya","Berikut untuk ruang lingkup Kantor Pusat:
- Melakukan pengolahan dan Analisa Data Bisnis dan Operasional. 
- Melakukan penyususunan Rencana Marketing, Mapping Potensi Pemasaran, dan Strategi Marketing. 
- Melaksanakan administrasi operasional dan bisnis 
- Menyusun materi komunikasi dan mengkomunikasikan materi dengan efektif 
- Menyajikan laporan pelaksanaan pekerjaan. 
- Mengimplementasikan bidang keilmuan dalam pekerjaan.","KOTA SURABAYA","JAWA TIMUR",10,278,3.6,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Internship Assistant","PT Bank Rakyat Indonesia (Persero) Tbk Regional Office Malang","- Melakukan pengolahan dan Analisa Data Bisnis dan Operasional. 
- Melakukan penyususunan Rencana Marketing, Mapping Potensi Pemasaran, dan Strategi Marketing. 
- Melaksanakan administrasi operasional dan bisnis 
- Menyusun materi komunikasi dan mengkomunikasikan materi dengan efektif 
- Menyajikan laporan pelaksanaan pekerjaan. 
- Mengimplementasikan bidang keilmuan dalam pekerjaan.","KOTA MALANG","JAWA TIMUR",16,421,3.8,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Penyuluh KB","BKKBN Jawa Timur","Melakukan Pengelolaan Perkembangan Kependudukan, Pembangunan Keluarga, dan Keluarga Berencana. Dengan rincian tugas: 
1.⁠ ⁠Melaksanakan komunikasi, informasi dan edukasi melalui media sosial dan media massa;
2.⁠ ⁠Menyusun instrumen pemantauan dan evaluasi;
3.⁠ ⁠Melaksanakan konseling Program secara perorangan;
4.⁠ ⁠Menyusun analisa dan evaluasi pasca Pelayanan non Metode Kontrasepsi Jangka Panjang (MKJP);
5.⁠ ⁠Melaksanakan Pelayanan rujukan terkait komplikasi dan kegagalan;
6.⁠ ⁠Menyusun profil keluarga, profil kelompok kegiatan atau profil setara kelompok kegiatan","KOTA SURABAYA","JAWA TIMUR",118,725,16.28,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"RISET DAN PENGEMBANGAN - Bagian Pengembangan Produk dan Sistem 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Pengembangan Produk dan Sistem yang meliputi penyiapan persyaratan yang dibutuhkan dalam pengembangan produk dan sistem, identifikasi kebijakan pendanaan dan penggunaan dana, perancangan produk secara detail mencakup spesifikasi, material, dan identifikasi komponen, penyiapan dokumen engineering, pengembangan Membantu dalam pengujian produk hasil pengembangan, evaluasi hasil pengembangan serta pengelolaan Hak Kekayaan Intelektual (HKI) dalam pengembangan produk dan sistem.","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina  Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina  Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina  Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina  Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina  Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"RISET DAN PENGEMBANGAN - Bagian Pengembangan Produk dan Sistem 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Pengembangan Produk dan Sistem yang meliputi penyiapan persyaratan yang dibutuhkan dalam pengembangan produk dan sistem, identifikasi kebijakan pendanaan dan penggunaan dana, perancangan produk secara detail mencakup spesifikasi, material, dan identifikasi komponen, penyiapan dokumen engineering, pengembangan produk, pengujian produk hasil pengembangan, evaluasi hasil pengembangan serta pengelolaan Hak Kekayaan Intelektual (HKI) dalam pengembangan produk dan sistem.","KOTA MADIUN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat Kesehatan","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Memberikan perawatan kesehatan umum dan tindakan medis ringan.
2. Menyusun catatan perkembangan pasien.
3. Menjaga ketersediaan alat medis sederhana.
4. Menyampaikan laporan kepada dokter atau pimpinan medis.","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja.","KAB. BANYUWANGI","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Technical Maintenance Intern","PT. Akui Bird Nest Indonesia","Mendukung tim Engineering dan Maintenance dalam pelaksanaan jadwal pemeliharaan preventif dan korektif, serta membantu menjaga keandalan dan efisiensi operasional peralatan dan fasilitas perusahaan.","KAB. JOMBANG","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
